id,location_big,location,seller_type,type,partitioning,comfort,price,rooms_count,useful_surface,built_surface,construction_year,real_estate_type,height_regime,level,max_level,kitchens_count,bathrooms_count,garages_count,parking_lots_count,balconies_count
22622,"Bucuresti, zona Tineretului",Tineretului,agency,apartament,decomandat,lux,155000,3,64,73,2017,bloc de apartamente,S+P+9E,4,9,,2,,,1
22624,"Bucuresti, zona Chitila",Chitila,prepay,apartament,decomandat,lux,84500,2,54,,2012,bloc de apartamente,P+6E,5,6,,,,,
22628,"Bucuresti, Sector 1, zona Baneasa",Baneasa,agency,apartament,decomandat,lux,249900,4,247,330,2020,bloc de apartamente,S+P+11E,10,11,1,2,,,2
22629,"Bucuresti, Sector 5, zona Cotroceni",Cotroceni,agency,apartament,semidecomandat,1,115000,3,70,70,1940,casa/vila,D+P+2E,1,2,1,2,,1,1
22701,"Bucuresti, Sector 5, zona 13 Septembrie",13 Septembrie,agency,apartament,decomandat,1,85000,2,57,64,1989,bloc de apartamente,P+8E,4,8,1,1,,,1
22703,"Bucuresti, Sector 4, zona Berceni",Berceni,agency,apartament,decomandat,1,52950,2,66,72,2020,bloc de apartamente,S+P+5E,2,5,1,1,,,1
22704,"Bucuresti, Sector 3, zona Vitan Mall",Vitan Mall,agency,apartament,semidecomandat,lux,134999,2,69,82,2012,bloc de apartamente,P+12E,1,12,1,1,,1,1
22707,"Bucuresti, zona Decebal",Decebal,prepay,apartament,decomandat,,512000,7,263,,2003,bloc de apartamente,P+8E,8,8,,2,,,
22708,"Bucuresti, Sector 6, zona Apusului",Apusului,agency,apartament,decomandat,lux,49999,2,50,84,2020,bloc de apartamente,S+P+5E+M,Parter,5,1,1,,,
22711,"Bucuresti, zona Rahova",Rahova,agency,apartament,decomandat,1,74500,3,70,80,1982,bloc de apartamente,P+8E,2,8,1,2,,,1
22713,"Bucuresti, zona Iancului",Iancului,agency,apartament,decomandat,1,168400,3,86,135,2020,bloc de apartamente,S+D+P,5,,1,1,,,
22715,"Bucuresti, zona Lujerului",Lujerului,prepay,apartament,decomandat,1,59500,1,37,,1984,bloc de apartamente,P+8E,6,8,,,,,
22716,"Bucuresti, zona Dristor",Dristor,agency,apartament,semidecomandat,1,133000,4,85,85,1985,bloc de apartamente,P+8E,6,8,1,2,,,
22719,"Bucuresti, Sector 1, zona Dacia",Dacia,agency,apartament,semidecomandat,1,205000,3,83,83,2018,bloc de apartamente,P+4E,2,4,,2,1,,
22723,"Bucuresti, Sector 1, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,212100,3,92,113,2021,bloc de apartamente,S+P+5E,3,5,1,2,,,1
22724,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,438000,4,170,,2007,bloc de apartamente,P+6E,5,6,1,2,,1,
22725,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,semidecomandat,lux,785700,4,163,355,2020,bloc de apartamente,P+3E,Parter,3,1,4,2,,
22727,"Bucuresti, zona Sebastian",Sebastian,prepay,apartament,decomandat,1,52500,1,42,,1984,bloc de apartamente,P+8E,7,8,,,,,
22730,"Bucuresti, zona Crangasi",Crangasi,agency,apartament,decomandat,1,73500,2,51,65,1980,bloc de apartamente,P+8E,2,8,1,1,,,1
22801,"Bucuresti, Sector 2, zona Stefan cel Mare",Stefan cel Mare,agency,apartament,semidecomandat,1,140000,3,63,73,1983,bloc de apartamente,P+10E,4,10,1,2,,,
22802,"Bucuresti, zona Vacaresti",Vacaresti,agency,apartament,semidecomandat,1,119500,2,65,77,2007,bloc de apartamente,P+12E,6,12,1,1,,,2
22804,"Bucuresti, zona Pipera",Pipera,agency,apartament,decomandat,1,165000,4,103,126,2021,bloc de apartamente,P+5E,4,5,1,2,,,1
22805,"Bucuresti, zona Brancoveanu",Brancoveanu,agency,apartament,decomandat,1,68500,3,72,80,2008,bloc de apartamente,P+5E,5,5,1,2,,,
22806,"Bucuresti, zona Sebastian",Sebastian,agency,apartament,semidecomandat,1,35000,1,30,38,1990,bloc de apartamente,P+8E,8,8,1,1,,1,1
22808,"Bucuresti, Sector 6, zona Militari",Militari,agency,apartament,decomandat,lux,60000,3,74,90,2019,bloc de apartamente,D+P+6E+M,4,6,1,1,,1,1
22809,"Bucuresti, zona Militari",Militari,agency,apartament,decomandat,,25500,1,29,32,2020,bloc de apartamente,D+P+5E,Parter,5,,1,,,1
22810,"Bucuresti, zona Timpuri Noi",Timpuri Noi,agency,apartament,decomandat,1,139000,3,64,70,1985,bloc de apartamente,P+8E,4,8,1,2,,2,2
22811,"Bucuresti, zona Berceni",Berceni,prepay,apartament,decomandat,1,81000,3,64,,1984,bloc de apartamente,P+4E,1,4,,1,,,
22812,"Bucuresti, Sector 1, zona Titulescu",Titulescu,agency,apartament,decomandat,1,73000,2,55,63,1925,bloc de apartamente,P+4E,3,4,1,1,,,
22813,"Bucuresti, Sector 3, zona Nicolae Grigorescu",Nicolae Grigorescu,agency,apartament,decomandat,1,87000,3,70,,1975,bloc de apartamente,P+8E,5,8,1,1,,1,1
22814,"Bucuresti, Sector 1, zona Pipera",Pipera,agency,apartament,decomandat,1,120000,3,106,132,2011,bloc de apartamente,P+8E+M,2,8,1,2,,,1
22815,"Bucuresti, Sector 6, zona Lujerului",Lujerului,agency,apartament,decomandat,1,95500,2,71,87,2020,bloc de apartamente,P+11E,7,11,1,1,,,1
22816,"Bucuresti, Sector 1, zona Grivita",Grivita,agency,apartament,semidecomandat,1,69800,2,47,60,1960,bloc de apartamente,S+P+7E,2,7,1,1,,,1
22819,"Bucuresti, Sector 3, zona Vitan Mall",Vitan Mall,agency,apartament,decomandat,1,115000,2,60,65,1989,bloc de apartamente,P+8E,Parter,8,1,1,,,
22820,"Bucuresti, zona Batistei",Batistei,agency,apartament,decomandat,lux,420000,3,140,191,2019,bloc de apartamente,P+5E,Parter,5,1,3,,,
22821,"Bucuresti, zona Colentina",Colentina,prepay,apartament,decomandat,1,94900,3,70,,1984,bloc de apartamente,P+9E,8,9,,1,,,
22822,"Bucuresti, zona Nicolae Grigorescu",Nicolae Grigorescu,prepay,apartament,decomandat,2,62000,2,45,,1984,,P+8E,7,8,,,,,
22823,"Bucuresti, zona Foisorul de Foc",Foisorul de Foc,agency,apartament,semidecomandat,1,75000,2,70,88,1926,bloc de apartamente,P+5E,4,5,1,2,,1,
22824,"Bucuresti, zona Iancu Nicolae",Iancu Nicolae,agency,apartament,decomandat,1,185001,3,96,125,2020,bloc de apartamente,P+4E,Parter,4,1,2,,,1
22825,"Bucuresti, Sector 2, zona Colentina",Colentina,agency,apartament,decomandat,1,86000,2,66,81,2009,bloc de apartamente,S+P+12E,7,12,1,1,,,2
22826,"Bucuresti, Sector 1, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,275000,3,130,145,2007,bloc de apartamente,S+P+5E,3,5,1,2,1,1,2
22827,"Bucuresti, Sector 6, zona Gorjului",Gorjului,agency,apartament,,,60811,3,67,,1979,bloc de apartamente,P+10E,10,10,1,1,,,1
22828,"Bucuresti, Sector 3, zona Timpuri Noi",Timpuri Noi,agency,apartament,semidecomandat,lux,117500,2,51,63,2021,bloc de apartamente,S+P+8E,7,8,1,1,,,1
22830,"Bucuresti, Sector 1, zona Grozavesti",Grozavesti,agency,apartament,decomandat,lux,120000,3,92,111,2020,bloc de apartamente,P+11E,1,11,1,2,,,2
22901,"Bucuresti, Sector 2, zona Tei",Tei,agency,apartament,decomandat,lux,71000,2,52,62,1985,bloc de apartamente,S+P+9E,1,9,1,1,,,1
22902,"Bucuresti, Sector 4, zona Berceni",Berceni,agency,apartament,decomandat,lux,45000,2,44,51,2021,bloc de apartamente,P+6E,2,6,1,1,,1,1
22904,"Bucuresti, Sector 3, zona Dristor",Dristor,agency,apartament,semidecomandat,1,65500,2,52,57,1966,bloc de apartamente,P+10E,7,10,1,1,,,1
22905,"Bucuresti, zona Alexandru Obregia",Alexandru Obregia,agency,apartament,decomandat,2,28900,1,18,18,1979,bloc de apartamente,P+10E,7,10,1,1,,,
22907,"Bucuresti, zona Basarab",Basarab,agency,apartament,semidecomandat,1,75000,3,57,69,1962,bloc de apartamente,P+7E,2,7,1,1,,,
22909,"Bucuresti, zona Pantelimon",Pantelimon,agency,apartament,decomandat,1,78000,4,99,99,1976,bloc de apartamente,P+12E,12,12,1,2,,,3
22910,"Bucuresti, Sector 1, zona Pipera",Pipera,agency,apartament,decomandat,1,116900,3,96,132,2011,bloc de apartamente,P+8E,Parter,8,1,2,,1,1
22912,"Bucuresti, zona Titan",Titan,agency,apartament,decomandat,1,125000,4,87,87,1966,bloc de apartamente,P+4E,4,4,1,2,,,1
22915,"Bucuresti, zona Unirii",Unirii,prepay,apartament,decomandat,lux,127000,2,81,,2010,bloc de apartamente,P+16E,4,16,,,,,
22918,"Bucuresti, Sector 3, zona Alba Iulia",Alba Iulia,agency,apartament,decomandat,1,110000,2,60,67,1990,bloc de apartamente,P+4E,2,4,1,1,,,1
22919,"Bucuresti, zona Bucurestii Noi",Bucurestii Noi,agency,apartament,decomandat,1,85000,2,55,66,2020,bloc de apartamente,P+2E,1,2,1,1,,,
22920,"Bucuresti, zona Barbu Vacarescu",Barbu Vacarescu,agency,apartament,semidecomandat,1,175000,3,69,75,2017,bloc de apartamente,P+10E,6,10,1,2,,1,
22921,"Bucuresti, zona Drumul Taberei",Drumul Taberei,agency,apartament,decomandat,1,65000,3,67,75,1973,bloc de apartamente,S+P+10E,1,10,,1,,,2
22922,"Bucuresti, zona 13 Septembrie",13 Septembrie,agency,apartament,decomandat,lux,225000,3,120,245,2008,bloc de apartamente,P+7E+M,7,7,1,2,1,1,
22924,"Bucuresti, Sector 1, zona Pipera",Pipera,agency,apartament,decomandat,1,107000,3,88,120,,bloc de apartamente,P+8E,Parter,8,1,2,,1,1
22925,"Bucuresti, Sector 4, zona Berceni",Berceni,agency,apartament,decomandat,lux,47200,1,50,61,2020,bloc de apartamente,P+8E,1,8,1,1,,,1
22927,"Bucuresti, Sector 1, zona Damaroaia",Damaroaia,agency,apartament,semidecomandat,1,105000,2,76,85,2019,bloc de apartamente,S+P+2E+M,Mansarda,2,1,1,,,
22929,"Bucuresti, zona Pipera",Pipera,agency,apartament,semidecomandat,lux,99000,3,86,99,2008,bloc de apartamente,S+P+5E,2,5,1,1,1,,
23003,"Bucuresti, Sector 3, zona Theodor Pallady",Theodor Pallady,agency,apartament,decomandat,,153500,4,215,,2021,bloc de apartamente,S+P+11E,2,11,1,2,,,2
23006,"Bucuresti, Sector 4, zona Berceni",Berceni,agency,apartament,decomandat,1,45000,2,45,54,2021,bloc de apartamente,P+6E,2,6,1,1,,,1
23007,"Bucuresti, zona Lujerului",Lujerului,agency,apartament,decomandat,1,52000,2,38,42,1972,bloc de apartamente,P+10E,8,10,1,1,,1,1
23009,"Bucuresti, Sector 2, zona Tei",Tei,agency,apartament,decomandat,1,57000,2,52,62,2010,bloc de apartamente,D+P+5E,Demisol,5,1,1,,,
23012,"Bucuresti, zona 1 Decembrie 1918",1 Decembrie 1918,agency,apartament,decomandat,1,60795,2,57,62,2020,bloc de apartamente,D+P+8E,1,8,1,1,,,1
23014,"Bucuresti, zona Pipera",Pipera,agency,apartament,decomandat,lux,98000,2,72,90,2016,bloc de apartamente,P+7E,Parter,7,1,1,,,
23017,"Bucuresti, Sector 2, zona Barbu Vacarescu",Barbu Vacarescu,agency,apartament,decomandat,1,74500,2,51,63,1984,bloc de apartamente,P+8E,8,8,1,1,,,1
23019,"Bucuresti, zona Militari",Militari,agency,apartament,decomandat,1,28500,1,31,37,2020,bloc de apartamente,P+5E,3,5,,1,,,1
23020,"Bucuresti, Sector 2, zona Lacul Tei",Lacul Tei,agency,apartament,semidecomandat,1,89900,3,65,77,1980,bloc de apartamente,P+8E,6,8,1,2,,,1
23021,"Bucuresti, Sector 6, zona Gorjului",Gorjului,agency,apartament,semidecomandat,1,65900,2,56,66,1978,bloc de apartamente,P+10E,7,10,1,1,,,1
23023,"Bucuresti, zona Armeneasca",Armeneasca,agency,apartament,,,115000,3,96,115,1940,bloc de apartamente,P+3E,2,3,1,1,,,2
23026,"Bucuresti, Sector 2, zona Iancului",Iancului,agency,apartament,decomandat,1,78000,3,69,87,1979,bloc de apartamente,D+P+9E,9,9,1,1,,,2
23028,"Bucuresti, zona Vitan Mall",Vitan Mall,agency,apartament,semidecomandat,1,83602,1,45,,2020,bloc de apartamente,P+12E,8,12,1,1,,,
23029,"Bucuresti, Sector 6, zona Drumul Taberei",Drumul Taberei,agency,apartament,semidecomandat,1,35000,1,36,41,2010,bloc de apartamente,S+P+15E,8,15,1,1,,1,1
23030,"Bucuresti, Sector 2, zona Stefan cel Mare",Stefan cel Mare,agency,apartament,decomandat,lux,169500,3,105,120,2020,bloc de apartamente,S+P+3E,3,3,1,2,,1,3
23101,"Bucuresti, Sector 1, zona Baneasa",Baneasa,agency,apartament,decomandat,1,145000,3,86,118,2020,bloc de apartamente,P+5E,1,5,1,2,,1,2
23102,"Bucuresti, Sector 3, zona Nicolae Grigorescu",Nicolae Grigorescu,agency,apartament,semidecomandat,1,97000,3,69,,1970,bloc de apartamente,P+10E,7,10,1,1,,1,2
23103,"Bucuresti, zona Berceni",Berceni,agency,apartament,decomandat,1,85000,4,79,79,1977,bloc de apartamente,P+4E,4,4,1,2,,,1
23104,"Bucuresti, zona Iancu Nicolae",Iancu Nicolae,agency,apartament,decomandat,lux,345000,3,144,170,2007,bloc de apartamente,P+4E,Parter,4,1,3,,2,
23105,"Bucuresti, Sector 6, zona Militari",Militari,agency,apartament,semidecomandat,lux,36000,2,45,55,2018,bloc de apartamente,D+P+6E+M,2,6,1,1,,1,1
23106,"Bucuresti, Sector 1, zona Pipera",Pipera,agency,apartament,decomandat,1,103440,3,91,121,2020,bloc de apartamente,P+4E,3,4,1,2,,,2
23109,"Bucuresti, Sector 2, zona Pantelimon",Pantelimon,agency,apartament,decomandat,1,85000,2,80,107,2020,bloc de apartamente,S+P+7E,Parter,7,1,1,,,1
23110,"Bucuresti, Sector 1, zona Iancu Nicolae",Iancu Nicolae,agency,apartament,decomandat,1,83000,2,50,69,2020,bloc de apartamente,S+P+5E,1,5,1,1,,,1
23112,"Bucuresti, Sector 1, zona Dorobanti",Dorobanti,agency,apartament,semidecomandat,1,189950,4,111,120,1947,bloc de apartamente,D+P+1E,Demisol,1,1,2,,1,
23113,"Bucuresti, Sector 2, zona Stefan cel Mare",Stefan cel Mare,agency,apartament,,1,140000,3,74,85,2020,bloc de apartamente,P+12E,10,12,1,1,,,1
23114,"Bucuresti, Sector 6, zona Crangasi",Crangasi,agency,apartament,semidecomandat,1,59500,2,55,57,1976,bloc de apartamente,S+P+8E,6,8,1,1,,,1
23116,"Bucuresti, zona Vacaresti",Vacaresti,agency,apartament,semidecomandat,1,114500,2,65,77,2007,bloc de apartamente,P+12E,6,12,1,1,,,2
23117,"Bucuresti, Sector 3, zona Dristor",Dristor,agency,apartament,decomandat,1,84000,3,70,,1985,bloc de apartamente,P+8E,5,8,1,2,,1,1
23119,"Bucuresti, Sector 3, zona 1 Decembrie 1918",1 Decembrie 1918,agency,apartament,decomandat,1,39900,1,37,45,2010,bloc de apartamente,S+P+5E,Demisol,5,1,1,,,1
23120,"Bucuresti, Sector 5, zona Ghencea",Ghencea,agency,apartament,decomandat,1,65000,2,64,75,2020,bloc de apartamente,P+3E,1,3,1,1,,,1
23123,"Bucuresti, zona Kiseleff",Kiseleff,agency,apartament,decomandat,lux,385000,3,109,134,2019,bloc de apartamente,S+P+6E,1,6,,3,1,2,2
23124,"Bucuresti, Sector 4, zona Brancoveanu",Brancoveanu,agency,apartament,decomandat,1,59900,1,40,50,1986,bloc de apartamente,S+P+8E,6,8,1,1,,,1
23125,"Bucuresti, Sector 2, zona Universitate",Universitate,agency,apartament,circular,1,138000,3,86,100,1940,bloc de apartamente,P+4E,3,4,1,2,,,1
23127,"Bucuresti, Sector 3, zona Vitanul Nou",Vitanul Nou,agency,apartament,decomandat,1,99800,2,71,85,2007,bloc de apartamente,P+5E,4,5,1,1,,,1
23128,"Bucuresti, Sector 3, zona 1 Decembrie 1918",1 Decembrie 1918,agency,apartament,semidecomandat,1,76000,3,65,68,1969,bloc de apartamente,S+P+4E,2,4,1,1,,1,1
23129,"Bucuresti, Sector 4, zona Mihai Bravu",Mihai Bravu,agency,apartament,decomandat,1,91500,2,62,74,2020,bloc de apartamente,P+3E,2,3,1,1,,,1
23130,"Bucuresti, zona Crangasi",Crangasi,agency,apartament,semidecomandat,1,75000,4,80,88,1986,bloc de apartamente,P+8E,8,8,,2,,,
23202,"Bucuresti, zona Giulesti",Giulesti,agency,apartament,decomandat,1,99900,3,121,121,2016,bloc de apartamente,P+3E,Parter,3,1,2,,1,
23203,"Bucuresti, zona Berceni",Berceni,agency,apartament,decomandat,1,80000,3,70,70,1978,bloc de apartamente,P+10E,9,10,1,1,,,1
23204,"Bucuresti, Sector 3, zona Unirii",Unirii,agency,apartament,decomandat,1,225000,3,100,,1996,bloc de apartamente,P+10E,1,10,1,2,,,3
23207,"Bucuresti, Sector 4, zona Brancoveanu",Brancoveanu,agency,apartament,decomandat,1,66000,3,65,78,2020,bloc de apartamente,P+6E,1,6,1,2,1,1,1
23208,"Bucuresti, Sector 3, zona Vitan Mall",Vitan Mall,agency,apartament,decomandat,1,64000,1,39,45,1989,bloc de apartamente,P+8E,3,8,1,1,,,1
23209,"Bucuresti, Sector 1, zona Herastrau",Herastrau,agency,apartament,decomandat,1,137500,4,85,95,1984,bloc de apartamente,P+4E,3,4,1,2,,,1
23210,"Bucuresti, zona 1 Decembrie 1918",1 Decembrie 1918,agency,apartament,decomandat,1,68200,2,72,79,2020,bloc de apartamente,P+5E,3,5,1,1,,,1
23211,"Bucuresti, Sector 5, zona Rahova",Rahova,agency,apartament,decomandat,1,53900,2,49,59,2020,bloc de apartamente,P+9E,2,9,1,1,,1,1
23212,"Bucuresti, Sector 4, zona Giurgiului",Giurgiului,agency,apartament,semidecomandat,1,75000,3,98,123,2018,bloc de apartamente,P+4E,4,4,1,2,,1,1
23213,"Bucuresti, zona Universitate",Universitate,agency,apartament,decomandat,1,280000,5,111,133,1980,bloc de apartamente,P+10E,2,10,,,,,3
23217,"Bucuresti, Sector 6, zona Drumul Taberei",Drumul Taberei,agency,apartament,decomandat,1,70000,2,54,76,2019,bloc de apartamente,S+P+5E,3,5,1,1,,,1
23220,"Bucuresti, zona Armeneasca",Armeneasca,agency,apartament,circular,,169000,4,141,160,1936,bloc de apartamente,D+P+6E,2,6,1,2,,,2
23221,"Bucuresti, Sector 3, zona Calea Calarasilor",Calea Calarasilor,agency,apartament,semidecomandat,1,124900,3,84,90,1990,bloc de apartamente,P+4E,Parter,4,1,2,,,1
23222,"Bucuresti, zona Pipera",Pipera,agency,apartament,decomandat,lux,159000,4,93,120,2009,bloc de apartamente,S+P+4E,2,4,1,3,1,,1
23223,"Bucuresti, Sector 4, zona Brancoveanu",Brancoveanu,agency,apartament,semidecomandat,1,69000,3,56,,2014,bloc de apartamente,P+5E,5,5,1,1,,,2
23225,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,483000,4,174,185,2015,bloc de apartamente,P+13E,1,13,1,2,,2,2
23226,"Bucuresti, Sector 6, zona Lujerului",Lujerului,agency,apartament,decomandat,1,69000,2,63,79,2018,bloc de apartamente,S+D+P+11E,Demisol,11,1,1,,,
23227,"Bucuresti, zona Militari",Militari,agency,apartament,decomandat,,26500,1,30,32,2020,bloc de apartamente,D+P+5E,5,5,,1,,,1
23228,"Bucuresti, Sector 2, zona Barbu Vacarescu",Barbu Vacarescu,agency,apartament,decomandat,1,173000,3,97,108,2009,bloc de apartamente,S+P+16E,10,16,1,2,,,1
23301,"Bucuresti, Sector 1, zona Domenii",Domenii,agency,apartament,,lux,392000,3,112,176,2020,bloc de apartamente,S+P,Ultimele 2 e,,1,3,,2,2
23302,"Bucuresti, zona Calea Calarasilor",Calea Calarasilor,agency,apartament,decomandat,1,129000,3,84,85,1995,bloc de apartamente,P+4E,Parter,4,1,1,,,1
23303,"Bucuresti, Sector 6, zona P-ta Gorjului",P-ta Gorjului,agency,apartament,decomandat,1,53400,2,47,50,2020,bloc de apartamente,P+4E,3,4,1,1,,1,1
23305,"Bucuresti, zona Floreasca",Floreasca,agency,apartament,decomandat,1,265000,3,101,111,2017,bloc de apartamente,P+7E,7,7,1,2,,,1
23306,"Bucuresti, Sector 1, zona Cismigiu",Cismigiu,agency,apartament,decomandat,1,164000,3,,,1930,casa/vila,D+P+2E,Parter,2,1,1,,,1
23307,"Bucuresti, zona Morarilor",Morarilor,agency,apartament,decomandat,1,88400,4,92,100,1976,bloc de apartamente,P+10E,6,10,1,2,,,2
23308,"Bucuresti, zona Vitan Mall",Vitan Mall,agency,apartament,decomandat,1,51500,1,38,40,1990,bloc de apartamente,P+8E,Parter,8,1,1,,,
23309,"Bucuresti, Sector 4, zona Berceni",Berceni,agency,apartament,decomandat,1,40700,1,41,,2021,bloc de apartamente,P+6E,6,6,1,1,,,1
23311,"Bucuresti, Sector 3, zona Dristor",Dristor,agency,apartament,decomandat,1,47000,1,36,36,1977,bloc de apartamente,P+10E,9,10,1,1,,,1
23312,"Bucuresti, zona Baneasa",Baneasa,agency,apartament,decomandat,lux,241000,5,141,189,2010,bloc de apartamente,P+11E,8,11,1,3,,1,4
23313,"Bucuresti, zona Militari",Militari,agency,apartament,nedecomandat,,53500,3,60,65,2020,bloc de apartamente,D+P+6E,4,6,,1,,,1
23314,"Bucuresti, zona Berceni",Berceni,agency,apartament,decomandat,1,86500,2,70,78,2018,casa/vila,P+1E+M,Mansarda,1,1,1,,,
23315,"Bucuresti, zona Berceni",Berceni,agency,apartament,decomandat,1,77000,3,70,74,1987,bloc de apartamente,P+8E,7,8,1,2,,,1
23316,"Bucuresti, zona Drumul Taberei",Drumul Taberei,agency,apartament,decomandat,1,60000,2,53,53,2007,bloc de apartamente,P+2E+M,2,2,1,1,,,1
23317,"Bucuresti, Sector 1, zona Herastrau",Herastrau,agency,apartament,semidecomandat,lux,128000,2,75,90,2009,bloc de apartamente,S+P+11E,11,11,1,2,,,1
23319,"Bucuresti, zona Timisoara",Timisoara,agency,apartament,decomandat,1,47000,1,38,45,1974,bloc de apartamente,P+4E,1,4,,1,,,
23320,"Bucuresti, Sector 6, zona Drumul Taberei",Drumul Taberei,agency,apartament,decomandat,1,54999,2,36,50,1973,bloc de apartamente,S+P+10E,1,10,1,1,,,1
23321,"Bucuresti, Sector 3, zona Dristor",Dristor,agency,apartament,decomandat,lux,125000,3,67,97,2020,bloc de apartamente,P+6E,6,6,1,2,,,1
23323,"Bucuresti, zona Berceni",Berceni,agency,apartament,decomandat,1,97000,4,89,89,1982,bloc de apartamente,P+8E,3,8,1,2,,1,2
23324,"Bucuresti, Sector 5, zona Sebastian",Sebastian,agency,apartament,decomandat,1,73500,2,52,60,1987,bloc de apartamente,P+8E,3,8,1,1,,1,1
23326,"Bucuresti, Sector 1, zona Aviatorilor",Aviatorilor,agency,apartament,semidecomandat,1,236000,2,85,85,2003,bloc de apartamente,P+4E,2,4,1,1,,,
23328,"Bucuresti, Sector 3, zona Titan",Titan,agency,apartament,,,39000,1,27,,,bloc de apartamente,S+P+10E,10,10,1,1,,,1
23329,"Bucuresti, Sector 2, zona Floreasca",Floreasca,agency,apartament,decomandat,1,989000,5,215,262,2021,bloc de apartamente,S+P+20E,18,20,1,4,,,1
23401,"Bucuresti, Sector 6, zona Timisoara",Timisoara,agency,apartament,semidecomandat,,45900,1,32,42,1976,bloc de apartamente,P+10E,3,10,1,1,,,
23402,"Bucuresti, Sector 4, zona Berceni",Berceni,agency,apartament,decomandat,1,54000,2,54,65,2020,bloc de apartamente,P+8E,4,8,1,1,,,1
23403,"Bucuresti, Sector 6, zona Drumul Taberei",Drumul Taberei,agency,apartament,decomandat,1,58900,2,58,70,2020,bloc de apartamente,D+P+4E,1,4,1,1,,1,1
23407,"Bucuresti, zona Militari",Militari,agency,apartament,semidecomandat,1,64285,2,58,70,2020,bloc de apartamente,P+9E,9,9,1,1,,,1
23408,"Bucuresti, Sector 6, zona Drumul Taberei",Drumul Taberei,agency,apartament,semidecomandat,1,140000,3,100,130,2020,bloc de apartamente,S+P+12E,11,12,1,3,2,,1
23409,"Bucuresti, zona Ozana",Ozana,agency,apartament,decomandat,1,68000,2,50,60,2016,bloc de apartamente,P+3E,Parter,3,1,1,,1,
23411,"Bucuresti, Sector 3, zona Decebal",Decebal,agency,apartament,decomandat,1,147000,3,82,95,1992,bloc de apartamente,P+7E,1,7,1,2,,,2
23412,"Bucuresti, zona Brancoveanu",Brancoveanu,prepay,apartament,semidecomandat,2,55000,3,55,,1984,bloc de apartamente,P+5E,2,5,,1,,,
23413,"Bucuresti, Sector 4, zona Berceni",Berceni,agency,apartament,decomandat,1,63900,2,52,60,1982,bloc de apartamente,S+P+8E,7,8,1,1,,,1
23416,"Bucuresti, Sector 1, zona Dorobanti",Dorobanti,agency,apartament,semidecomandat,1,139000,4,85,90,1984,bloc de apartamente,P+11E,10,11,1,2,,1,1
